,InocS_1,InocS_2,InocS_3,InocHypS_1,InocHypS_2,InocHypS_3,InocR_1,InocR_2,InocR_3
Eucgr.J02081.1,2,0,0,0,0,0,0,0,2
Eucgr.J00518.1,0,0,0,0,0,0,0,0,0
Eucgr.J01771.1,3753,6226,5335,7635,5622,6632,3278,3002,3746
Eucgr.J03092.1,1530,2160,1532,2299,1667,2374,1787,1353,1786
Eucgr.J03164.1,10,8,8,17,10,24,11,898,752
Eucgr.J00888.1,0,0,0,0,0,0,0,0,0
Eucgr.J02822.1,31,56,38,41,42,60,58,39,71
Eucgr.J02999.1,0,0,0,0,0,0,0,0,0
Eucgr.J01757.1,39,10,12,15,14,15,32,13,36
Eucgr.J02556.1,3190,3459,3886,4228,3566,4199,2838,2910,3576
Eucgr.J01592.1,0,2,0,0,0,0,3,8,1
Eucgr.J00196.1,97,68,87,50,38,58,66,31,90
Eucgr.J01859.1,436,416,447,313,275,322,375,440,385
Eucgr.J00367.1,228,236,213,227,179,312,203,360,314
Eucgr.J00899.1,0,0,0,0,0,0,0,0,0
Eucgr.J02896.1,0,0,0,0,0,0,0,0,0
Eucgr.J01253.1,0,0,0,0,0,0,0,0,0
Eucgr.J01377.1,2,1,0,0,0,0,0,0,0
Eucgr.J01922.1,612,302,629,260,273,334,882,791,827
Eucgr.J03030.1,74,34,69,62,61,74,63,73,96
Eucgr.J01199.1,0,0,0,36,38,35,0,0,0
Eucgr.J01038.1,1964,2519,2335,2629,2005,2367,1373,1354,1548
Eucgr.J00542.1,56,28,49,29,38,69,218,202,406
Eucgr.J00272.1,349,390,415,73,149,70,106,62,91
Eucgr.J03020.1,0,0,0,0,0,0,0,0,0
Eucgr.J00766.1,1032,1035,1204,1251,1062,1307,931,643,1291
Eucgr.J02279.1,0,1,0,0,0,1,3,0,18
Eucgr.J02393.1,89,105,152,357,151,396,191,619,670
Eucgr.J02478.1,2335,2280,2665,1974,1829,2103,2083,2780,2665
Eucgr.J02816.1,0,0,0,0,0,0,0,0,0
Eucgr.J00253.1,3,15,1,7,4,10,8,80,76
Eucgr.J02276.1,247,317,231,551,447,526,181,291,290
Eucgr.J00694.1,89,109,94,73,69,104,140,142,138
Eucgr.J02224.1,72,60,70,64,73,81,240,148,240
Eucgr.J00314.1,223,218,239,237,218,289,231,190,222
Eucgr.J00591.1,1573,1549,1402,1465,1148,1388,1414,1224,1444
Eucgr.J02891.1,50,41,95,51,71,70,116,98,89
Eucgr.J01636.1,0,0,0,0,0,0,0,0,0
Eucgr.J01188.1,1,2,0,0,0,0,0,2,0
Eucgr.J00480.1,0,0,0,0,0,0,1,0,0
Eucgr.J00730.1,0,0,0,0,0,0,0,0,0
Eucgr.J02006.1,316,2011,852,1646,760,1546,413,1187,1234
Eucgr.J01251.1,17,11,27,13,16,17,10,6,6
Eucgr.J02202.1,0,0,0,5,2,5,0,13,0
Eucgr.J00681.1,1807,2490,2046,2083,1354,2030,1988,1890,2270
Eucgr.J00155.1,1468,6345,4623,1541,1148,1638,649,355,620
Eucgr.J03186.1,1675,1716,1370,1735,1328,1811,1230,1152,1357
Eucgr.J00759.1,8,6,0,0,6,1,4,3,2
Eucgr.J02830.1,63,77,72,43,37,29,19,9,15
Eucgr.J00670.1,138,183,175,164,113,156,143,137,146
Eucgr.J00958.1,126,246,180,253,180,229,140,116,171
Eucgr.J02992.1,17,18,17,21,17,16,24,24,28
Eucgr.J01434.1,1,0,0,0,0,0,2,2,13
Eucgr.J00744.1,2,2,6,1,2,0,0,0,3
Eucgr.J02582.1,3721,2622,3090,2092,1547,2697,2016,1514,1947
Eucgr.J00556.1,0,0,0,0,0,0,0,0,0
Eucgr.J02036.1,336,194,233,169,196,172,499,794,530
Eucgr.J01098.1,343,366,288,309,272,370,374,272,415
Eucgr.J00132.1,0,1,0,0,1,0,0,0,0
Eucgr.J01570.1,1,0,0,0,0,1,0,0,0
Eucgr.J00264.1,24,53,43,36,28,48,106,38,38
Eucgr.J01011.1,308,647,348,442,322,856,877,1110,1461
Eucgr.J01891.1,3,2,1,2,1,3,1,1,1
Eucgr.J03102.1,596,596,653,694,613,795,712,561,705
Eucgr.J00924.1,733,462,881,860,672,1031,702,966,546
Eucgr.J01817.1,945,1303,1038,1650,1168,1724,1081,1206,1232
Eucgr.J01993.1,0,0,0,0,0,0,0,0,0
Eucgr.J00827.1,5,0,0,2,0,0,8,11,10
Eucgr.J02845.1,14,8,11,17,5,14,41,35,32
Eucgr.J01442.1,252,267,174,189,189,267,338,245,278
Eucgr.J00178.1,505,89,229,13,115,21,262,193,190
Eucgr.J01696.1,1,2,8,1,3,3,2,0,0
Eucgr.J01949.1,1,0,0,0,0,0,0,0,0
Eucgr.J00635.1,7,10,16,5,10,10,4,13,10
Eucgr.J02754.1,0,0,0,0,0,0,0,0,0
Eucgr.J02705.1,3,0,0,2,0,2,1,0,1
Eucgr.J02068.1,1460,2424,1673,2105,1441,1948,1717,1378,1814
Eucgr.J02184.1,0,0,0,0,0,0,0,0,0
Eucgr.J02151.1,1,0,0,2,0,2,3,2,2
Eucgr.J02367.1,0,0,0,0,0,0,0,0,0
Eucgr.J00971.1,3,6,1,1,1,3,2,2,0
Eucgr.J01105.1,1055,1000,1077,1419,1457,1475,1481,1393,1259
Eucgr.J00514.1,0,0,0,0,0,0,0,0,0
Eucgr.J02215.1,878,763,849,1191,1162,1229,653,824,773
Eucgr.J01160.1,163,123,125,122,103,148,129,121,132
Eucgr.J01563.1,0,0,3,1,3,3,1,0,3
Eucgr.J00106.1,104,224,197,68,280,121,261,77,71
Eucgr.J02091.1,49,73,87,65,35,143,42,163,194
Eucgr.J00047.1,16,11,9,22,15,16,30,17,35
Eucgr.J01748.1,1102,1483,1267,1187,883,1122,1413,1576,1652
Eucgr.J01191.1,1326,574,792,190,327,169,4358,2920,4659
Eucgr.J02842.1,1017,1166,1171,1801,1324,1879,842,845,975
Eucgr.J00279.1,556,334,563,782,675,802,490,953,960
Eucgr.J01546.1,9,14,22,2,3,2,2,4,3
Eucgr.J02607.1,30,18,18,18,19,19,34,78,87
Eucgr.J02304.1,34,34,30,54,29,57,73,31,64
Eucgr.J03195.1,903,1234,1028,856,659,795,938,947,1122
Eucgr.J02488.1,3,0,6,0,1,0,4,13,11
Eucgr.J00038.1,0,1,0,0,0,0,0,0,0
Eucgr.J01877.1,6,6,6,14,18,19,16,27,1
Eucgr.J01762.1,0,0,0,0,0,0,0,0,0
Eucgr.J01737.1,1,0,0,0,0,0,0,0,3
Eucgr.J00628.1,4,4,8,2,10,4,16,5,1
Eucgr.J02355.1,0,0,0,0,0,0,0,0,0
Eucgr.J00020.1,125,99,104,90,70,62,198,142,232
Eucgr.J00786.1,1135,756,1079,1213,821,1072,2207,1677,2399
Eucgr.J02332.1,355,145,270,218,209,239,217,244,187
Eucgr.J01347.1,26,13,27,25,32,24,59,47,53
Eucgr.J00527.1,0,0,0,0,0,0,0,0,0
Eucgr.J01537.1,0,0,0,0,0,0,0,0,0
Eucgr.J02173.1,16,5,9,1,7,7,33,33,41
Eucgr.J00352.1,0,0,0,0,0,0,0,0,0
Eucgr.A00114.1,1,0,0,0,2,0,4,0,1
Eucgr.J02324.1,0,0,0,0,0,0,0,0,0
Eucgr.J00779.1,6,5,5,6,6,13,23,21,17
Eucgr.J01180.1,12,6,9,1,2,10,4,0,2
Eucgr.J02263.1,1174,1483,1088,1433,1150,1623,1128,949,1147
Eucgr.J01732.1,0,1,0,0,0,0,0,2,1
Eucgr.J03133.1,23,12,15,8,2,6,18,18,37
Eucgr.J01173.1,48,0,56,4,4,4,1,7,0
Eucgr.J03043.1,4,2,1,21,8,12,5,0,1
Eucgr.J00068.1,175,59,85,106,186,166,756,570,811
Eucgr.J01621.1,1927,2624,2157,2756,2077,2901,2274,2105,2510
Eucgr.J02884.1,83,188,109,65,63,91,160,222,174
Eucgr.J01234.1,22035,13844,19161,14569,18445,18029,19660,28007,23972
Eucgr.J01552.1,0,0,0,0,3,0,1,0,0
Eucgr.J02908.1,0,0,0,0,0,0,1,0,0
Eucgr.J00805.1,18,10,8,1,5,4,93,76,20
Eucgr.J01856.1,2,0,0,0,1,0,1,4,0
Eucgr.J02955.1,1169,3281,1272,2951,2226,3196,1286,1378,1001
Eucgr.J03082.1,212,154,202,193,171,245,302,260,304
Eucgr.J02851.1,249,396,274,856,497,939,697,748,1282
Eucgr.J02973.1,291,142,254,175,177,253,95,85,313
Eucgr.J00988.1,0,0,2,0,0,0,1,94,129
Eucgr.J02867.1,3788,26367,10181,11311,9223,9465,169,171,598
Eucgr.J01003.1,50,55,52,19,25,26,7,0,4
Eucgr.J00169.1,14,12,15,19,20,36,591,725,956
Eucgr.J01266.1,1,0,0,0,0,0,0,0,0
Eucgr.J01809.1,0,1,3,0,0,0,0,1,0
Eucgr.J02510.1,0,0,0,0,0,0,0,0,0
Eucgr.J02249.1,1984,2797,2245,3452,2970,3751,3099,3610,2504
Eucgr.J02142.1,634,986,833,1793,1252,1747,736,813,1191
Eucgr.J02718.1,1,0,0,0,0,0,0,0,0
Eucgr.J02527.1,233,373,204,416,321,414,154,212,258
Eucgr.J02381.1,447,467,416,338,352,360,443,448,572
Eucgr.J00646.1,1224,1586,1244,3322,1570,2546,595,1008,1541
Eucgr.J01765.1,1051,651,881,305,652,651,2592,1855,1814
Eucgr.J00168.1,284,176,212,104,139,179,444,245,401
Eucgr.J01439.1,2,7,3,1,4,4,0,1,6
Eucgr.J01006.1,0,0,0,0,0,0,0,0,0
Eucgr.J01367.1,0,0,0,0,0,0,0,0,0
Eucgr.J02781.1,0,0,0,0,0,0,0,0,0
Eucgr.J00705.1,0,0,0,0,0,0,0,0,0
Eucgr.J02589.1,1040,673,875,576,673,798,600,535,605
Eucgr.J01588.1,5,0,2,1,0,0,0,1,0
Eucgr.J02135.1,629,752,613,670,565,676,997,863,830
Eucgr.J02710.1,19,0,44,0,0,0,24,0,0
Eucgr.J00394.1,1771,2214,2059,3490,2172,3212,1020,967,1022
Eucgr.J00966.1,1229,1674,1519,2159,1895,1757,1664,3044,2997
Eucgr.J00750.1,0,0,0,0,0,0,0,0,0
Eucgr.J01776.1,0,0,0,0,0,0,0,0,0
Eucgr.J01482.1,134,38,113,9,9,10,39,82,40
Eucgr.J02978.1,728,490,649,580,506,767,691,672,868
Eucgr.J02987.1,2336,3218,2499,4629,3345,4545,2983,2459,2897
Eucgr.J00938.1,0,0,0,0,0,0,0,1,25
Eucgr.J02205.1,433,584,581,756,550,694,323,387,350
Eucgr.J02566.1,42,25,28,25,20,13,25,60,29
Eucgr.J02309.1,137,166,127,103,115,119,208,170,176
Eucgr.J00347.1,1062,1403,1450,1894,1293,2034,1167,1402,1817
Eucgr.J00297.1,0,0,0,0,0,0,0,0,0
Eucgr.J00999.1,276,159,229,168,150,296,293,298,315
Eucgr.J01996.1,0,0,0,0,0,0,0,0,0
Eucgr.J00073.1,0,0,0,0,0,0,0,0,0
Eucgr.J01609.1,22,30,24,5,5,7,60,13,0
Eucgr.J00844.1,75,107,86,66,60,79,101,105,93
Eucgr.J00405.1,0,0,0,0,0,0,0,0,0
Eucgr.J01150.1,205,173,193,114,143,151,706,543,509
Eucgr.J02965.1,2,2,7,0,2,1,4,1,7
Eucgr.J01823.1,2632,1751,2089,1877,2357,2546,3273,4022,3338
Eucgr.J00970.1,1,43,4,5,4,6,6,3,3
Eucgr.J00089.1,321,9,304,11,0,1,2,2,505
Eucgr.J00900.1,111,119,123,135,104,179,112,112,105
Eucgr.J02525.1,0,0,0,0,0,0,0,0,0
Eucgr.J00076.1,0,0,0,0,0,0,0,0,0
Eucgr.J02088.1,91,78,83,28,43,51,111,142,201
Eucgr.J03065.1,337,51,130,20,120,40,108,120,244
Eucgr.J00143.1,3,1,0,0,0,0,9,11,14
Eucgr.J02409.1,93,105,107,139,92,147,268,110,18
Eucgr.J01931.1,100,241,238,4,22,10,140,110,58
Eucgr.J00110.1,22,11,9,7,9,23,11,25,24
Eucgr.J02463.1,9,4,7,0,4,5,1,5,3
Eucgr.J01648.1,1072,2408,1355,3775,1970,2756,1335,1023,1522
Eucgr.J00281.1,122,108,163,170,210,211,271,374,290
Eucgr.J00585.1,332,415,325,253,235,255,284,213,333
Eucgr.J02613.1,273,315,327,262,222,322,315,298,264
Eucgr.J00578.1,939,1337,1222,1685,1113,1468,820,882,1012
Eucgr.J02310.1,72,59,50,36,35,36,58,54,70
Eucgr.J01505.1,1045,792,787,498,379,558,807,805,427
Eucgr.J01832.1,14,10,6,5,4,7,15,1,17
Eucgr.J01534.1,496,473,495,704,594,836,581,545,569
Eucgr.J00376.1,161,371,241,209,220,302,325,286,133
Eucgr.J00007.1,0,0,0,4,6,1,6,14,1
Eucgr.J00727.1,0,0,0,0,0,0,0,0,0
Eucgr.J00417.1,494,362,534,322,321,421,613,570,808
Eucgr.J01019.1,1,1,0,0,3,0,0,0,0
Eucgr.J02473.1,9,12,21,21,12,11,13,9,14
Eucgr.J01420.1,0,0,0,0,0,0,0,0,0
Eucgr.J00885.1,0,0,1,0,0,0,0,0,2
Eucgr.J00941.1,1,0,3,1,4,0,4,3,4
Eucgr.J02404.1,0,3,0,0,3,1,0,5,1
Eucgr.J01989.1,0,0,0,0,0,0,0,0,0
Eucgr.J03072.1,513,590,460,671,571,765,653,761,895
Eucgr.J00483.1,549,719,567,634,499,577,603,477,721
Eucgr.J01360.1,8,3,3,7,1,8,2,3,3
Eucgr.J01526.1,0,0,0,0,0,0,0,1,0
Eucgr.J01783.1,0,0,0,0,0,0,0,0,0
Eucgr.J00162.1,1601,6786,4619,3905,2003,2850,70,103,82
Eucgr.J01591.1,589,325,355,281,396,343,638,737,609
Eucgr.J01980.1,4,0,2,8,6,13,0,3,2
Eucgr.J00014.1,0,0,0,0,0,0,0,0,0
Eucgr.J00606.1,0,0,0,0,0,0,0,0,0
Eucgr.J03198.1,16,8,37,56,36,35,75,16,45
Eucgr.J00621.1,26,38,33,80,51,90,97,90,94
Eucgr.J00121.1,583,902,847,546,466,629,645,766,687
Eucgr.J00469.1,253,43,152,41,119,72,116,102,151
Eucgr.J01416.1,0,0,0,3,1,0,0,0,0
Eucgr.J00772.1,206,159,174,1,8,6,31,23,37
Eucgr.J01577.1,0,0,0,0,0,0,0,0,0
Eucgr.J02536.1,1234,1484,859,2283,1510,2281,187,124,72
Eucgr.J01860.1,0,1,0,1,2,2,1,1,2
Eucgr.J00361.1,7,5,3,0,0,0,1,0,0
Eucgr.J01543.1,0,0,0,0,0,0,0,0,0
Eucgr.J02045.1,295,432,380,328,252,374,270,256,286
Eucgr.J00677.1,0,1,0,2,2,0,0,1,7
Eucgr.J02602.1,194,316,218,303,234,283,374,365,297
Eucgr.J00492.1,2786,3186,2918,3598,3064,3627,3817,3225,3624
Eucgr.J00319.1,550,714,615,661,598,620,450,494,471
Eucgr.J03009.1,1,1,3,0,0,0,0,0,0
Eucgr.J03105.1,128,97,117,92,73,113,103,88,125
Eucgr.J00569.1,13,23,8,22,24,29,12,25,0
Eucgr.J00463.1,0,1,0,2,0,1,0,0,2
Eucgr.J02461.1,102,97,157,141,123,151,128,122,150
Eucgr.J01246.1,2,4,3,9,4,4,0,0,3
Eucgr.J02561.1,0,0,0,0,0,0,0,0,0
Eucgr.J00560.1,376,570,499,519,366,531,569,599,396
Eucgr.J02113.1,241,278,309,252,213,310,251,191,513
Eucgr.J01456.1,392,452,346,458,368,502,273,376,476
Eucgr.J00234.1,1667,581,1123,806,895,819,798,832,1238
Eucgr.J00386.1,216,145,135,78,73,92,238,154,273
Eucgr.J00371.1,0,0,0,0,0,0,0,0,0
Eucgr.J01511.1,344,80,161,52,112,50,143,252,93
Eucgr.J03177.1,470,566,540,516,443,551,511,518,566
Eucgr.J01899.1,2165,1600,1787,1358,1460,1615,2476,1878,2947
Eucgr.J01909.1,130,178,143,150,128,185,168,212,185
Eucgr.J00204.1,239,438,282,770,502,575,94,543,55
Eucgr.J03145.1,4,2,3,0,2,1,2,0,9
Eucgr.J01401.1,0,0,0,0,0,0,0,0,0
Eucgr.J01861.1,498,145,331,71,220,132,494,565,550
Eucgr.J00891.1,74,73,55,43,30,58,62,41,83
Eucgr.J02222.1,238,33,131,11,72,34,793,1016,362
Eucgr.J00983.1,2,1,1,1,0,0,0,0,0
Eucgr.J01934.1,160,42,247,10,78,47,128,5,10
Eucgr.J01656.1,11,7,6,28,15,43,10,27,18
Eucgr.J01619.1,0,0,0,0,0,0,0,2,2
Eucgr.J01392.1,16,57,42,71,31,64,17,19,23
Eucgr.J02343.1,3,3,1,1,1,4,4,1,3
Eucgr.J00331.1,90,127,106,124,86,134,91,78,99
Eucgr.J00816.1,19,13,10,5,5,5,18,13,47
Eucgr.J01223.1,292,319,328,334,298,328,368,270,334
Eucgr.J01118.1,4,11,19,14,3,8,15,12,13
Eucgr.J01087.1,3060,4696,3874,2425,2840,4100,5830,5825,4425
Eucgr.J02410.1,0,1,0,0,0,0,0,0,0
Eucgr.J02119.1,1,2,6,17,5,14,9,23,71
Eucgr.J00286.1,0,0,0,0,0,0,0,0,0
Eucgr.J03154.1,0,0,0,0,0,0,0,0,0
Eucgr.J00502.1,282,195,256,114,152,154,240,359,300
Eucgr.J02791.1,0,0,0,0,0,0,0,0,0
Eucgr.J00837.1,0,0,0,0,0,0,0,0,0
Eucgr.J03114.1,919,703,856,814,826,848,1068,1413,1127
Eucgr.J02266.1,19,14,85,12,22,27,16,171,258
Eucgr.J01676.1,60,49,43,154,141,194,221,167,210
Eucgr.J01125.1,414,393,377,463,371,470,571,467,597
Eucgr.J01840.1,353,563,368,575,288,506,270,228,283
Eucgr.J01447.1,7310,17495,10534,24088,17188,21547,8118,6233,8519
Eucgr.J00421.1,287,275,270,446,381,472,367,415,483
Eucgr.J02934.1,759,1346,1143,2223,1387,2754,751,708,636
Eucgr.J00785.1,272,502,351,449,333,461,199,207,256
Eucgr.J01685.1,0,0,0,0,0,0,0,0,0
Eucgr.J02164.1,1138,1504,1286,1435,1199,1414,909,899,1002
Eucgr.J02571.1,24,16,29,0,11,0,1,0,0
Eucgr.J03037.1,134,96,183,403,377,372,249,301,153
Eucgr.J02294.1,75,94,104,137,81,136,102,93,102
Eucgr.J03106.1,6,7,10,6,4,4,8,9,7
Eucgr.J01245.1,1175,3035,1534,3504,2026,2718,1351,1111,1481
Eucgr.J02958.1,7133,2754,5307,2632,4153,3418,4741,8366,9181
Eucgr.J02159.1,2,0,1,0,0,0,0,0,0
Eucgr.J00643.1,279,295,285,400,291,378,196,202,222
Eucgr.J00041.1,371,201,255,162,259,257,381,367,447
Eucgr.J00953.1,302,374,332,237,221,285,502,477,298
Eucgr.J02570.1,168,222,162,220,197,274,159,153,222
Eucgr.J02226.1,1,2,3,4,1,1,1,0,0
Eucgr.J02964.1,0,0,0,1,0,0,0,0,2
Eucgr.J01834.1,27,27,24,15,18,17,21,25,32
Eucgr.J02161.1,990,1276,1178,1298,942,1292,1050,991,1081
Eucgr.J00989.1,132,117,140,116,145,153,334,313,345
Eucgr.J02895.1,152,82,133,113,144,161,154,220,156
Eucgr.J03000.1,1,6,2,19,8,12,3,4,0
Eucgr.J01056.1,0,0,0,0,0,0,0,0,0
Eucgr.J00497.1,58,190,116,321,179,362,63,134,185
Eucgr.J03081.1,765,884,740,461,544,561,1081,1126,1462
Eucgr.J01542.1,155,178,165,210,134,242,101,149,170
Eucgr.J00689.1,245,566,256,844,512,904,145,341,448
Eucgr.J03201.1,18,3,7,5,18,5,11,30,18
Eucgr.J02976.1,9,0,1,0,3,1,4,7,4
Eucgr.J01402.1,0,1,3,0,1,2,0,0,0
Eucgr.J01932.1,36,36,34,4,6,17,189,99,1504
Eucgr.J02363.1,168,110,186,41,48,74,449,350,252
Eucgr.J01081.1,69,72,65,48,40,45,83,42,69
Eucgr.J02919.1,18,29,9,1,0,1,2,42,29
Eucgr.J02792.1,0,0,0,0,0,0,0,0,0
Eucgr.J01574.1,0,0,0,0,0,0,1,0,0
Eucgr.J02909.1,0,7,0,31,27,37,5,23,0
Eucgr.J01997.1,0,0,1,7,2,7,2,2,1
Eucgr.J03182.1,688,1224,903,1164,938,1369,433,270,241
Eucgr.J01804.1,25,21,34,106,53,112,140,374,504
Eucgr.J00414.1,178,222,165,189,106,176,252,134,167
Eucgr.J00256.1,29,46,50,29,25,43,63,39,50
Eucgr.J02351.1,426,312,460,154,166,169,341,367,520
Eucgr.J02114.1,0,1,2,6,10,9,23,3,17
Eucgr.J02723.1,36,34,26,28,22,33,39,28,36
Eucgr.J02706.1,9,0,3,1,0,1,0,33,49
Eucgr.J01211.1,1154,659,1053,373,548,630,821,987,1090
Eucgr.J02285.1,0,0,0,4,2,0,0,0,38
Eucgr.J00130.1,43,11,41,6,14,12,30,45,64
Eucgr.J02568.1,648,498,535,296,485,605,769,837,758
Eucgr.J00372.1,0,0,0,0,0,0,0,0,0
Eucgr.J02199.1,0,0,0,0,0,0,0,0,0
Eucgr.J00191.1,684,472,606,226,345,368,547,536,681
Eucgr.J02397.1,0,0,0,0,0,0,0,0,0
Eucgr.J01726.1,101,84,107,38,31,37,71,39,26
Eucgr.J03048.1,0,0,0,0,0,0,0,0,0
Eucgr.J01862.1,343,458,415,623,530,601,436,466,472
Eucgr.J03026.1,165,130,179,74,75,146,193,147,211
Eucgr.J00588.1,21,9,7,8,3,6,16,7,5
Eucgr.J02348.1,0,0,0,0,0,0,0,0,2
Eucgr.J01186.1,104,97,104,91,82,114,91,87,116
Eucgr.J01813.1,119,78,104,103,66,130,104,125,138
Eucgr.J03191.1,178,160,189,149,143,174,184,171,226
Eucgr.J02414.1,0,0,0,0,0,0,0,0,0
Eucgr.J01141.1,70,98,102,95,80,131,72,75,128
Eucgr.J02865.1,4,74,8,26,33,35,21,4,21
Eucgr.J02042.1,78,216,90,229,150,226,168,77,161
Eucgr.J02471.1,0,0,0,0,0,0,0,0,0
Eucgr.J00546.1,0,0,0,0,0,0,0,0,0
Eucgr.J01663.1,765,751,732,523,665,646,425,692,937
Eucgr.J02874.1,0,0,0,0,0,0,0,0,0
Eucgr.J01258.1,0,0,0,0,0,0,0,0,0
Eucgr.J01455.1,452,962,415,172,248,224,519,634,1048
Eucgr.J01870.1,27,44,48,16,12,18,39,21,49
Eucgr.J02935.1,560,449,665,523,402,701,386,241,435
Eucgr.J00363.1,13,34,13,79,77,183,166,196,941
Eucgr.J00112.1,464,583,470,475,383,473,386,355,433
Eucgr.J01683.1,0,1,0,0,0,0,0,0,2
Eucgr.J02469.1,5,3,11,1,0,12,5,19,25
Eucgr.J01446.1,0,3,0,0,1,1,0,0,0
Eucgr.J01501.1,513,888,933,462,403,514,499,650,526
Eucgr.J01152.1,0,0,0,0,0,0,0,0,0
Eucgr.J00316.1,37,22,35,0,11,0,14,3,12
Eucgr.J02138.1,64,24,51,49,19,46,103,45,92
Eucgr.J02095.1,0,0,0,0,0,0,0,0,0
Eucgr.J00307.1,0,0,1,0,0,0,0,0,0
Eucgr.J01896.1,0,0,1,2,0,0,0,0,2
Eucgr.J03160.1,0,0,0,0,0,0,0,0,0
Eucgr.J02109.1,5894,8551,6559,8924,5087,9272,6005,4953,5434
Eucgr.J01564.1,1261,1193,1173,799,893,949,1538,1083,1077
Eucgr.J01466.1,0,0,0,1,0,1,0,0,0
Eucgr.J01222.1,94,124,123,109,93,106,109,111,135
Eucgr.J02483.1,25,10,9,15,10,12,19,7,17
Eucgr.J02432.1,740,893,877,1148,1044,1087,650,516,683
Eucgr.J02347.1,0,0,1,0,0,0,0,0,0
Eucgr.J02905.1,0,5,0,35,46,88,3,3,2
Eucgr.J02616.1,130,112,117,73,63,95,101,90,154
Eucgr.J03058.1,51,39,46,51,36,68,59,55,56
Eucgr.J01975.1,26,10,28,0,3,2,11,0,4
Eucgr.J01506.1,11,9,9,2,3,3,0,24,21
Eucgr.J00652.1,106,45,56,6,30,32,95,60,96
Eucgr.J00907.1,188,143,263,165,199,338,628,525,1158
Eucgr.J01074.1,84,166,77,328,181,258,210,178,181
Eucgr.J03024.1,15,0,8,0,21,3,16,18,54
Eucgr.J00653.1,148,191,152,90,76,129,146,109,118
Eucgr.J01198.1,2,1,4,0,0,0,3,4,0
Eucgr.J00614.1,215,209,157,180,165,255,569,401,557
Eucgr.J00387.1,369,369,257,374,322,451,261,302,213
Eucgr.J01551.1,60,124,67,53,51,75,45,54,87
Eucgr.J00458.1,268,219,267,326,298,377,267,285,301
Eucgr.J00866.1,238,282,250,271,241,272,162,174,236
Eucgr.J01654.1,25,48,42,43,36,63,68,109,210
Eucgr.J02104.1,0,0,1,0,1,0,0,2,0
Eucgr.J00943.1,40,24,10,6,5,12,3,14,16
Eucgr.J01841.1,189,264,209,139,93,121,368,362,600
Eucgr.J00467.1,0,0,0,0,0,0,0,0,0
Eucgr.J00338.1,0,0,0,0,0,0,0,0,0
Eucgr.J01207.1,199,205,224,18,36,40,190,95,110
Eucgr.J02626.1,24,47,32,11,9,13,49,13,20
Eucgr.J01976.1,2,1,3,0,0,4,1,4,0
Eucgr.J02573.1,311,179,230,97,157,148,342,279,465
Eucgr.J00968.1,236,283,196,305,180,213,220,267,258
Eucgr.J02767.1,2,0,1,0,0,0,0,0,5
Eucgr.J01028.1,382,453,386,631,478,634,451,386,484
Eucgr.J02411.1,5,0,3,5,1,0,0,3,0
Eucgr.J00562.1,0,0,0,0,0,0,0,0,0
Eucgr.J03097.1,1,0,0,0,0,0,0,0,0
Eucgr.J03119.1,27,17,15,7,13,16,22,22,24
Eucgr.J01123.1,1,61,15,34,12,27,7,1,3
Eucgr.J02598.1,1609,2127,1886,3484,2222,3122,1527,1755,1261
Eucgr.J00935.1,21,36,35,30,38,29,58,33,32
Eucgr.J02318.1,0,0,0,1,0,8,0,0,0
Eucgr.J02422.1,2294,2888,3147,4935,4152,5203,4448,5049,4128
Eucgr.J01265.1,9,5,10,8,7,5,19,5,0
Eucgr.J03162.1,0,0,0,0,0,0,0,0,0
Eucgr.J02971.1,0,0,0,2,1,0,4,4,1
Eucgr.J01018.1,367,456,445,684,503,863,312,265,400
Eucgr.J03007.1,1,0,0,0,0,0,2,0,0
Eucgr.J00077.1,0,0,0,0,0,0,0,0,0
Eucgr.J02548.1,0,0,0,0,0,0,0,0,0
Eucgr.J00617.1,601,342,468,422,509,571,228,250,361
Eucgr.J01907.1,2990,4625,3484,4836,3566,4799,3029,2403,2894
Eucgr.J02940.1,5483,13034,6528,5946,6080,6611,2849,2886,3582
Eucgr.J00789.1,172,160,105,102,124,202,156,113,191
Eucgr.J00507.1,0,0,0,0,0,0,0,0,0
Eucgr.J02900.1,0,0,0,0,0,0,0,0,0
Eucgr.J02237.1,2,8,17,2,4,1,7,3,4
Eucgr.J01050.1,0,4,0,0,0,1,1,0,0
Eucgr.J00197.1,50,87,77,107,83,108,62,85,110
Eucgr.J01608.1,1,3,1,7,3,13,0,1,0
Eucgr.J02498.1,235,243,247,183,133,178,181,195,210
Eucgr.J00080.1,4,0,0,0,0,0,4,0,0
Eucgr.J00515.1,0,1,2,3,0,2,0,0,2
Eucgr.J01598.1,84,118,74,113,146,211,27,37,86
Eucgr.J00013.1,21,7,9,3,7,8,42,23,17
Eucgr.J00877.1,3,8,8,5,22,8,17,17,16
Eucgr.J02604.1,384,560,390,626,373,506,1190,868,1237
Eucgr.J02087.1,1,3,0,3,0,2,0,2,0
Eucgr.J02542.1,0,0,0,0,0,0,2,1,4
Eucgr.J03112.1,26,6,2,4,2,3,15,6,18
Eucgr.J02717.1,0,0,0,0,0,0,0,1,3
Eucgr.J01155.1,0,0,2,0,0,0,0,0,0
Eucgr.J01827.1,7,6,22,0,2,0,4,0,0
Eucgr.J02183.1,2368,3444,2790,1915,1355,1925,1876,1164,2099
